#Frame      Mode1    Mode2    Mode3
    7390    7.996    4.310   10.011
    7391    5.716   -4.262   10.743
    7392    6.972    1.016   10.345
    7393    8.512   -3.105    7.683
    7394    6.664    1.681    9.884
    7395   10.113   -3.682    7.694
    7396    8.964   -2.342    8.017
    7397    6.055   -1.279    6.866
    7398    8.924   -2.649    7.102
    7399    8.228   -0.192   11.780
    7400    4.885    0.166    8.660
    7401    5.057    2.513   10.343
    7402    6.823   -1.614    8.649
    7403    7.986   -2.552   10.250
    7404    4.105    0.233    9.717
    7405   10.369   -4.956   12.971
    7406    9.881   -5.583   10.222
    7407    7.554   -0.079    9.465
    7408   10.635   -4.877    7.674
    7409    7.899    1.228    5.881
    7410    8.448   -4.076    4.475
    7411    7.256    0.214    2.441
    7412    9.852   -2.128    7.564
    7413   11.336   -3.040    9.631
    7414    9.789   -1.347    8.009
    7415   12.375   -2.264    6.291
    7416    8.305    1.017    2.858
    7417    7.362    3.509    6.723
    7418   10.810    1.820    9.878
    7419    8.867    0.746    5.816
    7420    8.738    0.587    3.898
    7421   12.055   -2.556    3.000
    7422    5.443   -3.036   10.906
    7423    5.186    3.686    9.042
    7424    5.870    3.709    7.489
    7425    7.911    3.615    7.948
    7426    7.964    0.237    6.807
    7427    6.455    0.799   10.633
    7428    7.633    2.352    8.774
    7429    8.717    1.731   10.290
    7430    7.914    1.808    9.958
    7431    5.599    0.651    5.923
    7432    8.615    4.840    7.938
    7433    8.571    3.968    8.022
    7434    6.471    5.184    8.280
    7435    3.675    2.753    9.531
    7436    2.793    6.574    7.819
    7437    2.585    8.617   10.436
    7438    4.429    3.703    6.189
    7439    8.286   -0.032   10.887
    7440    9.821    2.546   11.439
    7441    6.889    3.844   12.819
    7442    8.229    3.140   10.259
    7443    6.648    2.488   10.164
    7444    6.819    1.332    9.924
    7445   12.645   -0.874   10.120
    7446    5.849    4.412   12.055
    7447    7.802    1.458   11.816
    7448    7.313    2.655   12.333
    7449   11.311   -0.787   15.568
    7450    6.636    1.609    9.207
    7451    6.442    3.399    8.613
    7452    6.155    3.883    9.958
    7453   10.047   -0.945   11.397
    7454    3.541    5.613   10.463
    7455    5.128    3.094   10.679
    7456    5.879    5.221    9.879
    7457    8.009    2.800    9.822
    7458    9.392    2.739    8.641
    7459    7.588    2.748    9.346
    7460   10.413    3.445   10.166
    7461    9.222    5.964    8.356
    7462    5.047    5.162   12.349
    7463    9.056    3.521   15.534
    7464    7.784    4.669   13.228
    7465    6.860    8.186   12.438
    7466    8.306    7.958    6.804
    7467    6.636    4.727    7.965
    7468    7.716    5.697    3.757
    7469    1.734    9.278    8.624
    7470    4.086    8.857    8.032
    7471    7.178    2.087    9.350
    7472    9.701    2.994    8.188
    7473    7.258    4.323    6.031
    7474   10.098   -0.008    7.734
    7475    3.275    7.320    6.110
    7476    7.894    0.449    3.842
    7477    6.494   -1.214    3.323
    7478    9.080   -0.651    7.539
    7479    9.624    0.153    6.520
    7480   12.847   -2.376    6.261
    7481   11.297    0.210    6.646
    7482    7.191   -0.113    8.199
    7483    7.749   -1.450    7.223
    7484    6.024    5.794    8.093
    7485    4.297   -0.034    5.039
    7486    8.215    0.426    6.992
    7487    5.148    1.749    8.361
    7488    9.534    0.054    9.647
    7489    5.878    3.716    7.254
    7490    7.112    4.342   10.290
    7491    7.325    3.114    9.022
    7492    8.180    0.309    9.587
    7493    6.839    1.262    6.740
    7494    7.563    3.256    9.027
    7495    6.402    1.479    8.570
    7496    8.814    1.297    8.317
    7497    6.878    4.668   10.166
    7498    7.944    1.646    9.146
    7499    8.971    2.281   11.892
    7500    8.406    1.622    9.746
    7501    3.568    2.334    8.439
    7502    4.594    2.155    7.820
    7503    6.100    1.170    5.812
    7504    6.936    1.805    8.951
    7505    6.938    2.881    8.907
    7506    7.306    1.788    6.546
    7507    8.867    0.815    5.928
    7508    3.649    1.030    6.198
    7509    8.062    1.247    4.495
    7510    9.427    1.171    9.369
    7511   10.195    0.043    6.163
    7512   12.534    3.970   11.462
    7513    7.202    4.606    9.722
    7514    7.688    7.872    8.187
    7515    7.753    4.404   10.261
    7516    7.843    2.337   11.885
    7517    8.065    3.078    6.516
    7518   12.226   -1.530    4.376
    7519    9.034    2.936    3.031
    7520    6.093    1.192    6.340
    7521    6.943    4.016    5.085
    7522    3.658    2.861    6.361
    7523    8.614   -0.167    2.857
    7524    8.176    4.133    3.397
    7525   10.511    0.942    1.705
    7526    6.966    1.674    4.586
    7527    7.574    3.522    6.165
    7528    9.449   -0.650    8.068
    7529   12.950   -6.031    7.022
    7530   14.554   -4.422   10.621
    7531   12.704   -7.062   10.679
    7532   10.109   -4.537   10.902
    7533    6.076   -5.255    9.298
    7534   11.810   -6.737    9.674
    7535    9.954   -4.602    9.061
    7536    9.412   -3.813    9.729
    7537    9.563   -1.925   11.065
    7538   10.425   -5.933   13.491
    7539    8.911    0.675   10.638
    7540   10.006    2.413   12.320
    7541   11.145   -1.538   14.953
    7542   11.824   -2.745   12.475
    7543   11.414    0.411   12.186
    7544   10.952   -1.997   12.681
    7545   12.171   -3.522   10.604
    7546    9.527   -3.405   14.106
    7547   10.690   -6.321   13.378
    7548   10.145   -5.089   10.391
    7549   11.197   -4.487   12.608
    7550   10.996   -1.983   10.884
    7551   10.446   -3.234   10.574
    7552    9.848   -3.435   12.800
    7553   11.716   -3.490   15.540
    7554   13.126   -3.850   14.521
    7555   10.107   -1.992   15.020
    7556    9.968    0.929   11.328
    7557   11.657   -6.038   16.208
    7558   11.025    0.298   14.737
    7559   11.061   -6.395   15.639
    7560    9.501   -3.873   14.976
    7561   11.652   -5.401   14.474
    7562   11.531   -2.572   15.797
    7563   11.677   -3.230   14.924
    7564   11.395   -6.101   14.535
    7565   11.849   -5.613   17.855
    7566   11.304   -5.529   17.480
    7567   11.145   -6.809   17.184
    7568   12.759   -5.341   13.303
    7569   10.684   -3.854   18.052
    7570   11.597   -5.209   15.816
    7571    9.343   -7.369    8.639
    7572   10.082   -5.833    8.713
    7573   12.992   -4.487   10.298
    7574   10.743   -6.544    8.231
    7575   10.644   -5.921    9.510
    7576   11.195   -6.376   14.589
    7577   11.938   -2.269   13.713
    7578   11.240   -4.394   14.652
    7579   12.708   -5.433   11.926
    7580   10.244   -2.690    8.434
    7581    9.643   -4.907   12.713
    7582   10.824   -2.862   10.764
    7583   10.989   -4.626   14.526
    7584   11.700   -1.435   12.688
    7585   12.463   -1.131   12.489
    7586   12.105   -2.021   12.879
    7587   11.271   -2.256   15.626
    7588   14.132   -3.675   13.763
    7589   11.369   -3.965   12.709
    7590   11.669   -3.466   13.254
    7591   12.335   -2.789   12.742
    7592   11.430   -1.840   11.718
    7593   14.315   -5.462   14.513
    7594   13.836   -2.386   13.739
    7595   13.819   -3.778   15.117
    7596   13.235   -2.181   18.504
    7597   12.377   -4.768   15.808
    7598   15.131   -7.250   17.172
    7599   15.526   -4.838   15.747
    7600   13.576   -0.390   17.460
    7601   10.933    0.379   11.982
    7602   11.506   -4.525   17.001
    7603   10.867   -6.934   10.016
    7604   13.195   -6.235   12.936
    7605   12.545   -4.091   15.637
    7606   11.687   -3.698   14.243
    7607   13.474   -5.940   13.407
    7608   13.831   -1.816   14.268
    7609   11.690    0.253   11.390
    7610   10.292   -1.624    8.262
    7611   10.989   -4.420   10.588
    7612   11.630   -2.436    9.764
    7613   10.832   -2.108   14.225
    7614   11.996   -4.692   12.217
    7615   10.977   -4.611    9.605
    7616   10.916   -2.037   11.332
    7617   11.037   -5.603    9.739
    7618   11.844   -2.139   10.265
    7619   12.270   -1.453    9.305
    7620   12.353   -5.860   13.636
    7621   12.521   -2.941   10.895
    7622   11.929   -3.314   16.607
    7623   11.946    1.387   14.465
    7624   10.548    1.163   13.800
    7625    9.418   -0.027   14.835
    7626    8.985    0.969    9.245
    7627   10.811   -0.767    6.695
    7628   12.853   -1.900   10.804
    7629    9.026   -1.676   11.261
    7630    9.189   -1.726    9.745
    7631    9.622   -2.515   10.267
    7632   12.688   -1.295    9.238
    7633   11.236   -3.450    9.765
    7634   10.199   -2.385    9.041
    7635    9.801   -3.600    7.065
    7636   10.727   -1.695    4.389
    7637   10.881   -1.292   13.890
    7638   10.725   -3.692   15.122
    7639   10.113   -4.446   14.463
    7640    9.399   -3.420   11.902
    7641   10.098   -4.182   12.699
    7642    9.011   -4.267   10.894
    7643   10.599   -3.889   15.216
    7644   11.822   -2.467   14.850
    7645   12.282   -5.807   13.327
    7646   10.109   -4.084   14.841
    7647   11.966   -5.693   13.675
    7648   11.121   -3.832   12.131
    7649   10.686   -0.136   10.397
    7650    9.960   -6.333   11.529
    7651   12.344   -5.890   10.643
    7652   10.951   -7.454   14.284
    7653   13.686   -5.461   13.619
    7654   14.751   -7.280   11.838
    7655    9.218   -5.488    9.100
    7656   11.482   -4.350   12.644
    7657   10.886   -2.978   15.203
    7658   11.983   -6.724   13.481
    7659   13.147   -2.654   12.128
    7660   14.917   -6.312   15.117
    7661   12.941   -7.063   11.011
    7662   11.927   -1.734   10.993
    7663   13.145   -1.457   12.114
    7664   11.897   -4.494   13.963
    7665   11.597   -3.860   13.340
    7666   11.682   -1.822   15.169
    7667   11.207   -2.536   14.548
    7668   12.918   -4.421   11.732
    7669   11.925   -3.585   13.214
    7670   12.791   -5.595   12.110
    7671   10.875    2.130   16.903
    7672   10.083   -0.527   12.427
    7673   10.829   -2.065    8.813
    7674   12.138   -5.452   15.190
    7675   11.784   -0.578   15.197
    7676   11.004   -0.005   14.853
    7677   11.784   -2.630   16.476
    7678   13.135   -2.455   16.483
    7679   12.599   -3.656   16.217
    7680   14.141   -4.836   16.431
    7681   13.165   -6.785   18.144
    7682   12.322   -1.833   10.832
    7683   12.908   -7.813   14.182
    7684    9.688   -7.897    9.704
    7685   11.606   -7.853   11.359
    7686   13.045   -7.769   13.492
    7687   14.697   -9.771   13.689
    7688   13.375  -10.607   12.719
    7689   13.946   -8.889   13.730
    7690   11.178   -7.212   12.839
    7691   11.132   -2.923   15.585
    7692    9.368   -7.012   17.547
    7693   10.128   -4.223   18.275
    7694   11.328   -6.304   12.849
    7695   12.366   -4.916    8.850
    7696   10.668   -2.626   12.597
    7697   11.088   -4.711   15.051
    7698   12.727   -2.205   16.556
    7699   13.249   -0.752   16.680
    7700   12.270   -3.253   13.381
    7701   10.489    4.766   15.895
    7702   12.562    2.016   12.484
    7703    9.898    0.379   16.914
    7704   11.732   -5.414   17.919
    7705   11.086    0.012   15.415
    7706   11.563    0.666   13.946
    7707   12.890   -4.123   15.782
    7708   10.981    2.869   13.887
    7709   10.813    2.953   12.758
    7710    9.003    2.359   11.031
    7711   12.693   -2.165   11.348
    7712   11.992    1.007   11.255
    7713   12.054    0.817   12.121
    7714   12.516   -0.759   15.137
    7715   11.963   -5.183   17.292
    7716   12.902   -4.702   15.985
    7717   10.363    3.660   14.347
    7718   10.537    0.777   13.753
    7719   12.863   -1.649   12.675
    7720   11.101   -2.703   15.645
    7721   11.117   -5.340   16.140
    7722    8.342   -2.129   13.644
    7723   11.220   -4.375   11.350
    7724    9.691    1.546   13.226
    7725   10.901   -7.753   15.114
    7726   12.892   -4.498   13.699
    7727   13.072   -7.718    9.921
    7728   11.195   -5.868   12.796
    7729   11.163   -7.924   10.218
    7730    8.295   -8.713   13.075
    7731    8.981   -7.328   12.170
    7732    7.734   -5.591   11.013
    7733    7.753   -8.952   12.736
    7734   10.475   -9.033   11.962
    7735   11.317   -6.434   11.517
    7736   13.134   -6.645   12.795
    7737   14.489   -7.895   12.876
    7738   11.582   -9.252    8.045
    7739   12.486   -5.968   11.196
    7740   10.863   -7.094    5.122
    7741   11.464   -7.894    5.145
    7742   10.886   -7.619    4.976
    7743   11.660   -7.642    4.079
    7744   11.939   -9.197    4.294
    7745   10.390   -9.826    6.975
    7746    9.278   -8.985    7.371
    7747   11.559   -5.506   10.577
    7748   14.202   -5.532   10.536
    7749   12.778   -4.509   13.142
    7750   10.744   -4.767   15.569
    7751   10.015   -2.332   15.684
    7752   11.542   -6.790   16.700
    7753   10.817   -5.147   15.559
    7754   11.428   -5.176   16.526
    7755   10.726   -4.885   15.396
    7756   10.832   -3.328   15.627
    7757   12.184   -2.541   15.921
    7758   12.803   -5.569   12.402
    7759    9.622   -3.259   12.084
    7760   11.089   -4.526    6.439
    7761   12.580   -4.981    9.080
    7762    8.976   -3.929   10.126
    7763    8.805   -7.409    9.531
    7764   11.489   -3.450   12.670
    7765   11.662   -6.344    9.256
    7766    8.800   -4.243    7.687
    7767   11.605   -8.159    6.918
    7768    8.356   -4.597    9.366
    7769    9.182   -7.990    9.315
    7770   10.507   -6.393    8.360
    7771   12.441   -5.074   12.508
    7772   11.286   -4.241   13.123
    7773    8.813   -5.166   11.210
    7774   10.178   -5.897   10.519
    7775   10.881   -1.321   13.059
    7776   11.035   -2.746   13.451
    7777   11.415   -2.448   15.218
    7778   12.246   -1.187    9.546
    7779    9.416   -5.415    7.749
    7780   10.256   -1.632   10.044
    7781    9.882   -4.199    9.591
    7782   10.032   -1.839    8.911
    7783   11.014   -0.271    7.442
    7784   11.544   -2.428    9.572
    7785   10.951   -4.693   11.356
    7786    9.260   -5.921    9.355
    7787    9.443   -3.004   11.279
    7788    9.851   -4.772    9.940
    7789   10.562   -2.955   11.113
    7790   11.404   -7.897    9.587
    7791   10.029   -2.015    9.132
    7792   10.420   -4.934    8.563
    7793    9.622   -2.020   11.724
    7794    9.844   -6.181    9.192
    7795   11.834   -4.700    9.335
    7796   10.066   -2.856    9.658
    7797   10.617   -4.391    9.799
    7798    9.078   -5.379    9.269
    7799   10.639   -6.516    9.239
    7800   12.053   -4.939    8.002
    7801   12.302   -5.947   11.014
    7802   10.506   -5.404   11.100
    7803   10.586   -6.571   10.437
    7804   10.533   -1.621   10.017
    7805    8.334   -3.435   10.436
    7806   10.858   -7.537    7.671
    7807    8.372   -6.901    7.184
    7808    8.751   -5.531    9.401
    7809   10.000   -5.127    8.168
    7810    9.430   -5.865   11.585
    7811    9.199   -3.201   11.172
    7812    8.989   -5.932    8.310
    7813    9.985   -2.676   13.944
    7814   10.343   -4.368   10.276
    7815   11.079   -5.598   10.248
    7816   11.000   -7.866    7.913
    7817   10.749   -4.267    9.449
    7818    9.724   -2.259   10.563
    7819    8.716   -7.652   10.403
    7820   10.357   -6.477   11.851
    7821   10.482   -7.606    9.261
    7822    9.253   -7.587   10.132
    7823    8.428   -6.598   10.660
    7824    9.628   -3.044   10.561
    7825   10.090   -4.875    7.023
    7826    9.618   -3.662    7.730
    7827   10.568   -9.147    6.640
    7828    8.149   -6.792   10.563
    7829    9.917   -2.454    8.671
    7830    9.694   -6.180    6.549
    7831   10.565   -6.496    8.902
    7832    9.391   -9.121    6.661
    7833   11.506   -9.371    7.116
    7834   10.065   -4.907    9.031
    7835    9.598   -3.403   10.424
    7836   10.231   -2.983   11.529
    7837   11.223   -2.275    9.046
    7838   10.760   -4.568   13.391
    7839    8.665   -6.411   10.284
    7840    8.903   -8.156   11.952
    7841   11.548   -6.201   10.659
    7842    9.867   -3.053   15.024
    7843    8.011   -0.059   14.098
    7844    9.447    1.134   10.087
    7845    8.937   -2.583   14.881
    7846   10.204   -3.799   10.747
    7847   10.830   -5.061   11.378
    7848    8.826   -6.977    8.675
    7849   11.190   -7.060   10.834
    7850    9.090   -6.380   14.973
    7851   10.296   -4.986   12.003
    7852    9.764   -5.745   11.841
    7853    9.875   -5.090   13.983
    7854   11.497   -5.308    6.388
    7855   11.510   -6.667    8.990
    7856   10.309   -8.304    8.620
    7857   11.038   -8.038    8.708
    7858   11.436   -5.034    8.141
    7859   10.029   -5.624    5.354
    7860   12.794   -7.384    8.873
    7861    7.871   -2.021    5.450
    7862   11.646   -6.336    8.050
    7863    9.614   -5.319    9.336
    7864   10.215   -3.855   10.799
    7865   12.367   -4.317    9.160
    7866   11.120   -2.457   10.402
    7867   11.587   -4.143    8.738
    7868    9.631   -5.789   10.327
    7869    8.330   -4.989   10.245
    7870   11.334   -3.578   11.712
    7871   12.205   -4.855    9.909
    7872    9.699   -1.327    7.921
    7873    9.864   -3.576   10.947
    7874   10.649   -4.054   14.308
    7875   12.376   -1.870   11.370
    7876    9.879    1.927   11.708
    7877   14.095   -5.223   12.992
    7878   11.529   -3.097   13.705
    7879   10.359   -3.438   12.675
    7880   11.291   -5.555   11.630
    7881   11.776   -3.717   16.096
    7882    7.424   -1.195   13.146
    7883   11.764   -7.034   11.558
    7884    9.385   -7.791   12.454
    7885   10.181   -4.496   13.169
    7886   11.175   -4.884   11.469
    7887   10.167   -6.486    9.148
    7888    9.861   -8.074    5.413
    7889   10.469   -7.103    5.931
    7890   11.345   -4.720    3.182
    7891   10.114   -4.375    5.355
    7892    8.010   -6.992    3.233
    7893    9.309   -6.284    3.851
    7894    6.564   -6.283    2.508
    7895    8.630   -5.290    7.541
    7896    9.586   -7.036    7.544
    7897   10.100   -8.138    7.580
    7898    9.731   -5.383    4.186
    7899    9.727   -7.041    7.819
    7900   10.818   -6.928   10.515
    7901   10.549   -8.349    8.910
    7902   10.817   -6.113   11.116
    7903   10.798   -7.536   10.610
    7904   11.761   -1.391   12.237
    7905   10.740   -4.049   10.249
    7906   10.709   -6.500   11.572
    7907   13.535   -5.285    8.361
    7908    9.975    2.111    6.854
    7909   11.467   -5.006   12.804
    7910   12.610   -1.898   11.809
    7911   10.428   -1.500    9.573
    7912   11.970   -2.036   10.753
    7913   11.077   -4.641   10.445
    7914   11.679   -7.301    7.592
    7915   10.381   -6.500    8.333
    7916   12.050   -6.585    5.539
    7917    9.619   -2.437    9.535
    7918    9.115   -6.621    8.895
    7919    9.445   -4.593    8.435
    7920   10.401   -6.054    6.591
    7921    9.120   -8.637   11.580
    7922   10.400   -5.070    6.410
    7923   10.168   -8.728    8.351
    7924    9.819   -7.123    9.725
    7925    9.098   -6.965   11.961
    7926    9.700   -4.758    8.868
    7927   10.123   -5.990   11.716
    7928    8.547    0.737    8.373
    7929    8.656   -3.492    9.688
    7930    8.744   -6.201    9.351
    7931    9.628   -5.881    6.738
    7932    6.850   -3.684    8.231
    7933    8.800   -3.967    5.265
    7934    9.332   -6.675    7.292
    7935    9.715   -4.584    8.389
    7936   11.012   -5.225   10.101
    7937   12.065   -5.043    8.840
    7938   12.256   -7.439    7.220
    7939   11.663   -4.122    9.039
    7940   11.160   -4.123   10.278
    7941   11.670   -9.041    7.968
    7942   10.309   -7.671    7.183
    7943   10.988   -8.402    8.195
    7944   10.825   -4.500   12.122
    7945   10.582   -6.191   12.171
    7946   11.861   -2.079   10.627
    7947   12.375   -5.483   10.652
    7948   11.044   -5.542    8.739
    7949   12.972   -5.833    6.100
    7950   10.106   -4.180    7.479
    7951   14.920   -6.390    8.071
    7952   11.665   -5.329    9.143
    7953   12.479   -8.562    8.144
    7954   10.737   -0.906   11.185
    7955    9.177   -6.100   11.281
    7956   10.719   -6.984   11.386
    7957   10.897   -5.162    9.647
    7958    9.330   -3.832   10.594
    7959   10.196   -5.123    9.546
    7960   10.424   -4.374    5.591
    7961    9.222   -4.954    7.844
    7962   10.245   -6.506    9.344
    7963    9.582   -1.250    8.821
    7964   10.897   -3.644    9.780
    7965   12.005   -4.305    9.208
    7966   12.013   -6.850   10.597
    7967   10.702   -5.730    9.407
    7968   10.701   -3.842   10.545
    7969   10.291   -3.037   11.159
    7970   11.441   -4.819   10.232
    7971   12.069   -5.502   10.142
    7972   14.506   -3.990    6.550
    7973    9.683   -6.904    6.845
    7974    8.321   -7.278    9.210
    7975    9.373   -6.318    8.238
    7976   10.186   -5.918    9.112
    7977   10.709   -6.666    9.187
    7978   10.167   -5.184    8.593
    7979   11.827   -7.123   11.398
    7980    9.109   -3.017    9.905
    7981   10.688   -2.721   12.173
    7982   11.077   -6.645   13.044
    7983    9.260   -3.082   10.691
    7984    7.876   -7.724    8.166
    7985   10.094   -8.048    8.697
    7986   11.736   -6.441   10.426
    7987    9.706   -6.403    8.974
    7988   11.042   -9.068    8.292
    7989   11.154   -6.950    9.445
    7990   11.022   -5.181   11.413
    7991   10.628   -4.728   11.274
    7992   11.125   -2.787    9.852
    7993   11.035   -8.088    8.777
    7994   10.428   -6.751    8.091
    7995   11.969   -7.359    7.258
    7996    9.934   -2.678    6.629
    7997   13.097   -7.234    7.128
    7998   10.943   -2.046   10.159
    7999    9.894   -3.800   12.295
    8000    9.804   -4.548   10.815
    8001    9.890   -4.015    9.553
    8002   10.609   -6.468   13.274
    8003    9.257   -3.399   12.834
    8004    8.491   -5.696    9.691
    8005   10.024   -1.947   12.183
    8006    8.155   -2.549    8.629
    8007   10.577    0.133    6.380
    8008    9.567   -0.199    7.938
    8009    9.916    0.869    8.310
    8010   10.000   -5.296   10.571
    8011   10.151   -0.145    8.576
    8012    9.676   -2.881    9.250
    8013   12.262   -5.245    9.781
    8014    9.746    0.795    9.839
    8015   12.065   -3.816    9.241
    8016   10.512   -2.288   12.573
    8017   11.747   -4.743   14.615
    8018   11.952   -3.268   12.100
    8019   10.856   -3.855   11.564
    8020   12.903   -6.788   10.816
    8021   10.824   -4.114   13.132
    8022   10.142   -0.633   11.081
    8023    9.727   -2.784   14.334
    8024   11.194   -2.798   10.355
    8025   10.356   -2.847   11.982
    8026    9.557   -1.994   13.805
    8027   11.573   -2.695   10.833
    8028   13.898   -4.981   14.205
    8029   12.288   -4.156   11.272
    8030   10.637   -3.789   12.931
    8031    9.882    1.224   13.543
    8032    9.110   -1.134   13.327
    8033   12.303   -5.960   14.880
    8034   12.838   -7.124   14.943
    8035   12.148   -4.412   12.040
    8036   11.989   -7.039   15.846
    8037   11.208   -7.946   14.314
    8038   10.494   -6.047   11.891
    8039   12.160   -3.073   15.345
    8040   12.045   -1.822   16.200
    8041   13.906   -4.359   14.406
    8042   12.612   -3.681   14.664
    8043   13.531   -4.277   12.697
    8044   12.558   -4.790   10.439
    8045   12.391   -9.159   11.391
    8046    9.819   -2.410   10.201
    8047    7.343   -6.336   13.363
    8048   11.279   -8.759   14.792
    8049   10.366   -6.043   12.301
    8050   10.770   -8.913    8.188
    8051   13.298   -6.102    8.878
    8052   10.863   -8.516    7.961
    8053    9.938   -9.916    7.077
    8054   12.628   -7.244    9.166
    8055   13.136   -4.088   10.530
    8056   11.754   -8.742   10.394
    8057   10.071   -5.415   11.655
    8058   13.303   -4.973   10.326
    8059   10.475   -6.910    9.490
    8060   11.296  -10.299    8.167
    8061   10.610   -5.352    9.929
    8062   10.930   -7.974    8.794
    8063   10.243   -4.209    8.621
    8064    8.237   -4.217    6.522
    8065    8.801   -1.339    6.323
    8066    9.955   -7.262    7.735
    8067   10.216   -2.937    8.436
    8068    9.619   -1.471    7.182
    8069   10.566   -1.274    8.671
    8070   10.942   -1.235    8.842
    8071   11.170   -1.082    8.406
    8072   12.118   -8.117    7.774
    8073   11.392  -10.342    7.283
    8074   11.715  -10.417    8.053
    8075   12.400  -10.673    7.698
    8076   13.333   -9.230    5.733
    8077   12.054   -7.188    3.599
    8078   15.209   -8.650    6.217
    8079   11.604  -10.472    5.633
    8080   12.273  -12.159    8.602
    8081   10.076   -6.093    2.348
    8082    8.866   -4.742    4.651
    8083   13.339   -5.810    3.380
    8084    8.793   -4.139    6.713
    8085    8.771   -4.852    5.600
    8086   10.695   -8.743    8.321
    8087   11.061   -7.279    7.711
    8088    9.322   -7.939    6.494
    8089    9.703   -6.951    6.145
    8090    8.847   -8.364    6.411
    8091    8.985   -5.780    5.180
    8092   12.024   -5.062    6.263
    8093   13.793   -6.793    6.254
    8094   11.275   -6.796    6.368
    8095    9.730   -5.548    6.729
    8096   10.109   -5.589    9.205
    8097   10.531   -4.629    9.359
    8098    9.173   -5.467    7.233
    8099   12.046   -2.461    6.084
    8100   10.820   -2.075    5.653
    8101   12.429   -4.730    4.855
    8102   11.772   -4.237    6.347
    8103    8.189   -2.295    6.945
    8104    8.549   -1.996    6.353
    8105    8.780   -4.722    6.187
    8106   10.259   -3.289    4.675
    8107    9.461   -3.699    4.259
    8108   10.807   -5.413    7.182
    8109   10.755   -5.256    9.398
    8110    8.567   -6.688    6.106
    8111    9.716   -1.352    4.282
    8112    9.320   -2.785    6.424
    8113   11.622   -8.853    7.663
    8114   11.466   -8.791    7.057
    8115    9.939   -6.766    6.644
    8116   10.362   -6.309    8.835
    8117   10.077   -5.321    5.536
    8118   10.067   -7.698    7.609
    8119   12.744   -6.529    5.861
    8120    9.519   -6.521    7.853
    8121   12.185   -5.708    7.152
    8122    6.986   -5.900    7.132
    8123    9.079   -2.446    3.920
    8124   11.820   -7.350    6.815
    8125   10.977   -4.047    5.826
    8126   13.654   -7.724    6.314
    8127   11.137   -4.903    6.690
    8128   11.855   -4.018    5.520
    8129   12.656   -8.196    8.080
    8130    8.131   -7.670    6.783
    8131   11.121   -4.240    5.849
    8132    9.439   -5.491    6.344
    8133    8.042   -4.813    7.648
    8134    9.555   -4.557    5.288
    8135   10.381   -4.590    3.992
    8136   11.318   -6.818    4.889
    8137   12.387   -9.024    4.390
    8138   13.728   -6.747    6.962
    8139   11.784   -6.889    8.689
    8140   11.469   -5.164    6.849
    8141   11.692   -7.724    7.512
    8142   13.416   -8.029    8.047
    8143   12.608   -9.670    8.585
    8144   13.882   -7.544    6.523
    8145   12.217   -6.439    8.029
    8146   11.236   -4.515    5.351
    8147    8.994   -5.926    4.368
    8148    9.671   -4.893    5.981
    8149   10.753   -6.798    6.505
    8150   10.599   -3.507    7.038
    8151   10.392   -5.206    6.516
    8152   12.037   -7.626    7.444
    8153   12.569   -7.501    5.966
    8154   11.462   -5.649    4.623
    8155    9.201   -3.280    4.495
    8156    8.848   -5.809    7.419
    8157   12.000   -3.431    7.332
    8158   11.775   -2.239    5.535
    8159   12.681   -5.190    7.445
    8160   12.214   -6.974    5.515
    8161   11.780   -6.719    8.421
    8162   14.376  -11.316    6.781
    8163   12.334   -6.234    4.667
    8164    6.304   -6.268    8.262
    8165    8.853   -6.296    6.191
    8166   10.638   -6.629    6.689
    8167    8.342   -2.790    2.994
    8168    9.794   -6.252    6.474
    8169    6.473   -0.349    8.713
    8170    7.167    0.479    4.140
    8171    8.465   -3.407    5.849
    8172    9.174   -3.618    7.937
    8173   11.428   -6.197    7.921
    8174    9.591   -4.306    7.952
    8175   10.121   -2.868    8.722
    8176   11.427   -5.229    8.921
    8177    9.017   -3.127    8.956
    8178   10.899   -2.553   10.046
    8179   11.816   -0.070    9.601
    8180   12.708   -8.145    8.100
    8181   13.624   -8.518    6.126
    8182   11.767   -8.366    4.788
    8183   10.892   -6.769    2.709
    8184    9.630   -5.068    5.415
    8185   11.086   -4.020    6.409
    8186   10.669   -5.679    6.781
    8187    8.388   -6.294    7.286
    8188    8.931   -6.867    6.301
    8189   10.454   -5.905    6.435
    8190   10.612   -4.511    5.930
    8191    9.713   -4.195    9.289
    8192   11.784   -4.646    9.063
    8193    8.900   -3.026    7.649
    8194   10.337   -5.203    9.463
    8195   10.465   -6.139   13.006
    8196    9.860   -5.371    6.863
    8197   11.888   -6.651    5.864
    8198    9.999   -4.105    8.861
    8199   12.689   -6.465    5.110
    8200   12.986   -7.800    6.626
    8201   12.052   -8.600    7.760
    8202   12.992   -7.101    5.640
    8203   13.033   -8.241    6.956
    8204   12.674   -8.485    4.880
    8205   12.970   -8.185    5.287
    8206    9.746   -6.143    5.676
    8207   12.971   -6.024    6.919
    8208   11.910   -7.480    6.006
    8209    8.609   -5.038    6.035
    8210   15.944   -9.269    5.103
    8211   14.653   -8.198    2.972
    8212   12.974   -8.291    4.861
    8213   13.490   -7.284    4.489
    8214   12.751   -7.015   10.376
    8215    9.276   -5.839    6.105
    8216   11.982   -6.695    7.233
    8217   12.991   -6.319    4.966
    8218   13.153   -8.570    8.190
    8219   13.515  -11.549   11.884
